A,B,D,synteny,Expressed
TraesCS3A01G283200,TraesCS3B01G316900,TraesCS3D01G283200,syntenic,TRUE
TraesCS2A01G473700,TraesCS2B01G497300,TraesCS2D01G473400,syntenic,TRUE
TraesCS1A01G179400,TraesCS1B01G201100,TraesCS1D01G177700,syntenic,TRUE
TraesCS5A01G245400,TraesCS5B01G242900,TraesCS5D01G252200,syntenic,TRUE
TraesCS4A01G035600,TraesCS4B01G268300,TraesCS4D01G267700,syntenic,TRUE
TraesCS2A01G580500,TraesCS2B01G607500,TraesCS2D01G567800,non-syntenic,FALSE
TraesCS7A01G416400,TraesCS7B01G316600,TraesCS7D01G409700,syntenic,TRUE
TraesCS1A01G189800,TraesCS1B01G197400,TraesCS1D01G186700,syntenic,TRUE
TraesCS5A01G347000,TraesCS5B01G347900,TraesCS5D01G353400,syntenic,TRUE
TraesCS2A01G320600,TraesCS2B01G362100,TraesCS2D01G341300,syntenic,TRUE
TraesCS2A01G472900,TraesCS2B01G495600,TraesCS2D01G472600,syntenic,TRUE
TraesCS1A01G096400,TraesCS1B01G127300,TraesCS1D01G105400,syntenic,TRUE
TraesCS1A01G151600,TraesCS1B01G169200,TraesCS1D01G148600,syntenic,TRUE
TraesCS6A01G343600,TraesCS6B01G375600,TraesCS6D01G324500,syntenic,TRUE
TraesCS6A01G415600,TraesCS6B01G473600,TraesCS6D01G401000,syntenic,FALSE
TraesCS6A01G416100,TraesCS6B01G473300,TraesCS6D01G401300,syntenic,TRUE
TraesCS6A01G344100,TraesCS6B01G376300,TraesCS6D01G325200,syntenic,TRUE
TraesCS1A01G093300,TraesCS1B01G121600,TraesCS1D01G101900,syntenic,TRUE
TraesCS4A01G231400,TraesCS4B01G084600,TraesCS4D01G082500,syntenic,TRUE
TraesCS2A01G558800,TraesCS2B01G621200,TraesCS2D01G299200,non-syntenic,TRUE
TraesCS6A01G416200,TraesCS6B01G473200,TraesCS6D01G401400,syntenic,TRUE
TraesCS2A01G213400,TraesCS2B01G238200,TraesCS2D01G219400,syntenic,TRUE
TraesCS1A01G051400,TraesCS1B01G068100,TraesCS1D01G053400,syntenic,TRUE
TraesCS6A01G200700,TraesCS6B01G226800,TraesCS6D01G189200,syntenic,TRUE
TraesCS5A01G503800,TraesCS4B01G332700,TraesCS4D01G329400,syntenic,TRUE
TraesCS3A01G133600,TraesCS3B01G165900,TraesCS3D01G149900,syntenic,TRUE
TraesCS1A01G403700,TraesCS1B01G433200,TraesCS1D01G411500,syntenic,TRUE
TraesCS2A01G517600,TraesCS2B01G546100,TraesCS2D01G519100,syntenic,TRUE
TraesCS7A01G016700,TraesCS2B01G029300,TraesCS2D01G021700,non-syntenic,TRUE
TraesCS7A01G182900,TraesCS7B01G088000,TraesCS7D01G184400,syntenic,TRUE
TraesCS3A01G288600,TraesCS3B01G323400,TraesCS3D01G288500,syntenic,TRUE
TraesCS4A01G248800,TraesCS4B01G065900,TraesCS4D01G064900,syntenic,TRUE
TraesCS2A01G544400,TraesCS2B01G574500,TraesCS2D01G545400,syntenic,TRUE
TraesCS5A01G065700,TraesCS2B01G046100,TraesCS2D01G072700,non-syntenic,TRUE
TraesCS1A01G231600,TraesCS1B01G242900,TraesCS1D01G230700,syntenic,TRUE
TraesCS5A01G502100,TraesCS4B01G330700,TraesCS4D01G327500,syntenic,TRUE
TraesCS1A01G211200,TraesCS1B01G225100,TraesCS1D01G214500,syntenic,TRUE
TraesCS6A01G292700,TraesCS6B01G323100,TraesCS6D01G273800,syntenic,TRUE
TraesCS5A01G535100,TraesCS4B01G367400,TraesCS4D01G360100,syntenic,TRUE
TraesCS5A01G157400,TraesCS5B01G156300,TraesCS5D01G162700,syntenic,TRUE
TraesCS2A01G104200,TraesCS2B01G121200,TraesCS2D01G103900,syntenic,TRUE
TraesCS2A01G485900,TraesCS2B01G512600,TraesCS2D01G485900,syntenic,TRUE
TraesCS5A01G273500,TraesCS5B01G273200,TraesCS5D01G280900,syntenic,FALSE
TraesCS3A01G490600,TraesCS3B01G551500,TraesCS3D01G496500,syntenic,TRUE
TraesCS2A01G461200,TraesCS2B01G483000,TraesCS2D01G461400,syntenic,TRUE
TraesCS1A01G007200,TraesCS1B01G010600,TraesCS1D01G001300,syntenic,TRUE
TraesCS3A01G447200,TraesCS3B01G482800,TraesCS3D01G439900,syntenic,TRUE
TraesCS3A01G186600,TraesCS3B01G216100,TraesCS3D01G190500,syntenic,TRUE
TraesCS5A01G040300,TraesCS5B01G041300,TraesCS5D01G047200,syntenic,TRUE
TraesCS2A01G422700,TraesCS2B01G441200,TraesCS2D01G419100,syntenic,TRUE
TraesCS3A01G478400,TraesCS3B01G521900,TraesCS3D01G473300,syntenic,FALSE
TraesCS7A01G257400,TraesCS7B01G154300,TraesCS7D01G258200,syntenic,TRUE
TraesCS3A01G067200,TraesCS3B01G080000,TraesCS3D01G066800,syntenic,TRUE
TraesCS4A01G416800,TraesCS4B01G317400,TraesCS4D01G314000,syntenic,TRUE
TraesCS6A01G178800,TraesCS6B01G206200,TraesCS6D01G165500,syntenic,TRUE
TraesCS1A01G445900,TraesCS1B01G480600,TraesCS1D01G454600,non-syntenic,TRUE
TraesCS6A01G080300,TraesCS6B01G107800,TraesCS6D01G073800,syntenic,FALSE
TraesCS4A01G302300,TraesCS1B01G061300,TraesCS4D01G009600,non-syntenic,TRUE
TraesCS5A01G151200,TraesCS5B01G149700,TraesCS5D01G156300,syntenic,TRUE
TraesCS2A01G289500,TraesCS2B01G306100,TraesCS2D01G287500,syntenic,FALSE
TraesCS4A01G316400,TraesCS5B01G562700,TraesCS5D01G566700,syntenic,TRUE
TraesCS7A01G393900,TraesCS7B01G295900,TraesCS7D01G389300,syntenic,TRUE
TraesCS1A01G275700,TraesCS1B01G284900,TraesCS1D01G275300,syntenic,TRUE
TraesCS5A01G197100,TraesCS5B01G186500,TraesCS5D01G194000,syntenic,TRUE
TraesCS5A01G373300,TraesCS5B01G375300,TraesCS5D01G382800,syntenic,TRUE
TraesCS3A01G046800,TraesCS3B01G036000,TraesCS3D01G033100,syntenic,FALSE
TraesCS3A01G213400,TraesCS3B01G243900,TraesCS3D01G215800,syntenic,TRUE
TraesCS2A01G547600,TraesCS2B01G578300,TraesCS2D01G548700,syntenic,TRUE
TraesCS3A01G388500,TraesCS3B01G420300,TraesCS3D01G381100,syntenic,TRUE
TraesCS5A01G307800,TraesCS5B01G308000,TraesCS5D01G314600,syntenic,FALSE
TraesCS1A01G232800,TraesCS1B01G245900,TraesCS1D01G234000,syntenic,TRUE
TraesCS1A01G101200,TraesCS1B01G112000,TraesCS1D01G093400,syntenic,TRUE
TraesCS7A01G169700,TraesCS7B01G074900,TraesCS7D01G170900,syntenic,TRUE
TraesCS7A01G169000,TraesCS7B01G074100,TraesCS7D01G169900,syntenic,TRUE
TraesCS4A01G081600,TraesCS4B01G222200,TraesCS4D01G222700,syntenic,TRUE
TraesCS6A01G145400,TraesCS6B01G173700,TraesCS6D01G134600,syntenic,TRUE
TraesCS6A01G161400,TraesCS6B01G190000,TraesCS6D01G151500,syntenic,TRUE
TraesCS2A01G184100,TraesCS2B01G223300,TraesCS2D01G203700,syntenic,TRUE
TraesCS3A01G160700,TraesCS3B01G191300,TraesCS3D01G167900,syntenic,TRUE
TraesCS1A01G303500,TraesCS1B01G313900,TraesCS1D01G303000,syntenic,TRUE
TraesCS7A01G337300,TraesCS7B01G248700,TraesCS7D01G344900,syntenic,TRUE
TraesCS2A01G185400,TraesCS2B01G221900,TraesCS2D01G202300,syntenic,FALSE
TraesCS5A01G215700,TraesCS5B01G214200,TraesCS5D01G223500,syntenic,TRUE
TraesCS5A01G176500,TraesCS5B01G173400,TraesCS5D01G180400,syntenic,TRUE
TraesCS6A01G341800,TraesCS6B01G373700,TraesCS6D01G322100,syntenic,TRUE
TraesCS2A01G165300,TraesCS2B01G191600,TraesCS2D01G172600,syntenic,FALSE
TraesCS2A01G153400,TraesCS2B01G178500,TraesCS2D01G158700,syntenic,TRUE
TraesCS2A01G248000,TraesCS5B01G259000,TraesCS5D01G268100,non-syntenic,TRUE
TraesCS2A01G411800,TraesCS2B01G430400,TraesCS2D01G409100,syntenic,TRUE
TraesCS6A01G277300,TraesCS6B01G305300,TraesCS6D01G257900,syntenic,TRUE
TraesCS7A01G348500,TraesCS7B01G234900,TraesCS7D01G330200,non-syntenic,TRUE
TraesCS6A01G302900,TraesCS6B01G332200,TraesCS6D01G282500,syntenic,TRUE
TraesCS7A01G210800,TraesCS7B01G117500,TraesCS7D01G212500,syntenic,TRUE
TraesCS1A01G284600,TraesCS1B01G293900,TraesCS1D01G283600,syntenic,TRUE
TraesCS5A01G125400,TraesCS5B01G124800,TraesCS5D01G133100,syntenic,TRUE
TraesCS5A01G502600,TraesCS4B01G331200,TraesCS4D01G328100,syntenic,TRUE
TraesCS4A01G255400,TraesCS4B01G059700,TraesCS4D01G059300,syntenic,TRUE
TraesCS7A01G116000,TraesCS7B01G012600,TraesCS7D01G110600,syntenic,TRUE
TraesCS5A01G108400,TraesCS5B01G114900,TraesCS5D01G117100,non-syntenic,TRUE
TraesCS3A01G149300,TraesCS3B01G176600,TraesCS3D01G157400,syntenic,TRUE
TraesCS2A01G306300,TraesCS2B01G323000,TraesCS2D01G304700,syntenic,TRUE
TraesCS4A01G021600,TraesCS4B01G281900,TraesCS4D01G280500,syntenic,TRUE
TraesCS2A01G580400,TraesCS2B01G607600,TraesCS2D01G592800,non-syntenic,FALSE
TraesCS2A01G275900,TraesCS2B01G293600,TraesCS2D01G274900,syntenic,TRUE
TraesCS2A01G158500,TraesCS2B01G184200,TraesCS2D01G165400,syntenic,TRUE
TraesCS3A01G245100,TraesCS3B01G274900,TraesCS3D01G246400,syntenic,TRUE
TraesCS4A01G194400,TraesCS4B01G120900,TraesCS4D01G118900,syntenic,TRUE
TraesCS4A01G207400,TraesCS4B01G110900,TraesCS4D01G108600,syntenic,FALSE
TraesCS1A01G396700,TraesCS1B01G424900,TraesCS1D01G404600,syntenic,TRUE
TraesCS4A01G326000,TraesCS5B01G538900,TraesCS5D01G557100,syntenic,TRUE
TraesCS1A01G410200,TraesCS1B01G440100,TraesCS1D01G417500,syntenic,TRUE
TraesCS1A01G105000,TraesCS1B01G116500,TraesCS1D01G097200,syntenic,TRUE
TraesCS7A01G345800,TraesCS7B01G237400,TraesCS7D01G333400,syntenic,TRUE
TraesCS5A01G064500,TraesCS5B01G068200,TraesCS5D01G075300,syntenic,TRUE
TraesCS3A01G533700,TraesCS3B01G610500,TraesCS3D01G539000,syntenic,TRUE
TraesCS1A01G311700,TraesCS1B01G323400,TraesCS1D01G312000,syntenic,TRUE
TraesCS2A01G457700,TraesCS2B01G480100,TraesCS2D01G458400,syntenic,TRUE
TraesCS3A01G252400,TraesCS3B01G284000,TraesCS3D01G253000,syntenic,TRUE
TraesCS4A01G218500,TraesCS4B01G097300,TraesCS4D01G093700,syntenic,TRUE
TraesCS3A01G347100,TraesCS3B01G378800,TraesCS3D01G340700,syntenic,TRUE
TraesCS4A01G238000,TraesCS4B01G076900,TraesCS4D01G075400,syntenic,TRUE
TraesCS6A01G368800,TraesCS6B01G404800,TraesCS6D01G352300,syntenic,TRUE
TraesCS6A01G172000,TraesCS6B01G199900,TraesCS6D01G161400,syntenic,TRUE
TraesCS6A01G376100,TraesCS6B01G413800,TraesCS6D01G361300,syntenic,TRUE
TraesCS3A01G395300,TraesCS3B01G427100,TraesCS3D01G388900,syntenic,TRUE
TraesCS2A01G290400,TraesCS2B01G306900,TraesCS2D01G288300,syntenic,TRUE
TraesCS2A01G059400,TraesCS2B01G069400,TraesCS2D01G058900,syntenic,TRUE
TraesCS7A01G443800,TraesCS7B01G342500,TraesCS7D01G432900,syntenic,TRUE
TraesCS5A01G173500,TraesCS5B01G170900,TraesCS5D01G178000,syntenic,TRUE
TraesCS5A01G387600,TraesCS5B01G392700,TraesCS5D01G397500,syntenic,TRUE
TraesCS3A01G329600,TraesCS3B01G359700,TraesCS3D01G323000,syntenic,TRUE
TraesCS3A01G145600,TraesCS3B01G172600,TraesCS3D01G154300,syntenic,TRUE
TraesCS7A01G162300,TraesCS7B01G067600,TraesCS7D01G164000,syntenic,TRUE
TraesCS6A01G002000,TraesCS6B01G007000,TraesCS6D01G003600,syntenic,TRUE
TraesCS1A01G046900,TraesCS1B01G060300,TraesCS1D01G047700,syntenic,TRUE
TraesCS1A01G194500,TraesCS1B01G209400,TraesCS1D01G198200,syntenic,TRUE
TraesCS7A01G257600,TraesCS7B01G154600,TraesCS7D01G258600,syntenic,TRUE
TraesCS6A01G120800,TraesCS6B01G149200,TraesCS6D01G110800,syntenic,TRUE
TraesCS1A01G323300,TraesCS1B01G336200,TraesCS1D01G324000,syntenic,TRUE
TraesCS2A01G184300,TraesCS2B01G223100,TraesCS2D01G203400,syntenic,TRUE
TraesCS4A01G010400,TraesCS4B01G294000,TraesCS4D01G292800,syntenic,TRUE
TraesCS7A01G506500,TraesCS7B01G414100,TraesCS7D01G494600,syntenic,TRUE
TraesCS1A01G309600,TraesCS1B01G320700,TraesCS1D01G309100,syntenic,TRUE
TraesCS2A01G563300,TraesCS2B01G623300,TraesCS2D01G572100,syntenic,TRUE
TraesCS1A01G337200,TraesCS1B01G349800,TraesCS1D01G339000,syntenic,TRUE
TraesCS4A01G325800,TraesCS5B01G538700,TraesCS5D01G557000,syntenic,TRUE
TraesCS2A01G331500,TraesCS2B01G350700,TraesCS2D01G331400,syntenic,TRUE
TraesCS4A01G231500,TraesCS4B01G084500,TraesCS4D01G082400,syntenic,TRUE
TraesCS4A01G312100,TraesCS4B01G000800,TraesCS4D01G002100,syntenic,TRUE
TraesCS4A01G268000,TraesCS4B01G046400,TraesCS4D01G045700,syntenic,TRUE
TraesCS4A01G317700,TraesCS5B01G561600,TraesCS5D01G568200,syntenic,TRUE
TraesCS4A01G005800,TraesCS4B01G299300,TraesCS4D01G298200,syntenic,TRUE
TraesCS1A01G348000,TraesCS1B01G362600,TraesCS1D01G350900,syntenic,TRUE
TraesCS1A01G151700,TraesCS1B01G169300,TraesCS1D01G148700,syntenic,TRUE
TraesCS7A01G149600,TraesCS7B01G053300,TraesCS7D01G151300,syntenic,TRUE
TraesCS2A01G045100,TraesCS2B01G057300,TraesCS2D01G043700,syntenic,TRUE
TraesCS2A01G500600,TraesCS2B01G528500,TraesCS2D01G500800,syntenic,TRUE
TraesCS1A01G157900,TraesCS1B01G174100,TraesCS1D01G155400,syntenic,TRUE
TraesCS5A01G182700,TraesCS4B01G243600,TraesCS4D01G243200,non-syntenic,TRUE
TraesCS5A01G283800,TraesCS5B01G282300,TraesCS5D01G291000,syntenic,TRUE
TraesCS2A01G295700,TraesCS2B01G312200,TraesCS2D01G293600,syntenic,TRUE
TraesCS2A01G436300,TraesCS2B01G456900,TraesCS2D01G433600,syntenic,TRUE
TraesCS2A01G542900,TraesCS2B01G572700,TraesCS2D01G544100,syntenic,TRUE
TraesCS2A01G379600,TraesCS2B01G396500,TraesCS2D01G375800,syntenic,TRUE
TraesCS2A01G286900,TraesCS2B01G303900,TraesCS2D01G285500,syntenic,TRUE
TraesCS1A01G205900,TraesCS1B01G219400,TraesCS1D01G209100,syntenic,TRUE
TraesCS2A01G003800,TraesCS4B01G091700,TraesCS2D01G483900,non-syntenic,TRUE
TraesCS3A01G297000,TraesCS3B01G340200,TraesCS3D01G305500,non-syntenic,TRUE
TraesCS7A01G120600,TraesCS7B01G018700,TraesCS7D01G117600,syntenic,TRUE
TraesCS2A01G000300,TraesCS2B01G023700,TraesCS2D01G000400,syntenic,TRUE
TraesCS2A01G321500,TraesCS2B01G361000,TraesCS2D01G342000,syntenic,TRUE
TraesCS4A01G210200,TraesCS4B01G113600,TraesCS4D01G111200,syntenic,TRUE
TraesCS6A01G351200,TraesCS6B01G384300,TraesCS6D01G333900,syntenic,TRUE
TraesCS1A01G328300,TraesCS1B01G342100,TraesCS1D01G330800,syntenic,TRUE
TraesCS7A01G243000,TraesCS7B01G148600,TraesCS7D01G241700,syntenic,TRUE
TraesCS2A01G572800,TraesCS2B01G614800,TraesCS2D01G584100,syntenic,TRUE
TraesCS3A01G099100,TraesCS3B01G115400,TraesCS3D01G099500,syntenic,TRUE
TraesCS5A01G413900,TraesCS7B01G407000,TraesCS5D01G422600,non-syntenic,TRUE
TraesCS3A01G174900,TraesCS3B01G204800,TraesCS3D01G180400,syntenic,TRUE
TraesCS2A01G267200,TraesCS2B01G275300,TraesCS2D01G256900,syntenic,TRUE
TraesCS5A01G272100,TraesCS5B01G272400,TraesCS5D01G280300,syntenic,TRUE
TraesCS2A01G351200,TraesCS2B01G369300,TraesCS2D01G349200,syntenic,TRUE
TraesCS5A01G073100,TraesCS5B01G079400,TraesCS5D01G086000,syntenic,TRUE
TraesCS6A01G223100,TraesCS6B01G258300,TraesCS6D01G212100,syntenic,TRUE
TraesCS2A01G383700,TraesCS2B01G400700,TraesCS2D01G379800,syntenic,TRUE
TraesCS1A01G219100,TraesCS1B01G232600,TraesCS1D01G220800,syntenic,FALSE
TraesCS5A01G021500,TraesCS5B01G018800,TraesCS5D01G026600,syntenic,FALSE
TraesCS2A01G262400,TraesCS2B01G279700,TraesCS2D01G261600,syntenic,TRUE
TraesCS7A01G405200,TraesCS7B01G304600,TraesCS7D01G399100,syntenic,TRUE
TraesCS5A01G035300,TraesCS5B01G035000,TraesCS5D01G043500,syntenic,TRUE
TraesCS3A01G092900,TraesCS3B01G108100,TraesCS3D01G093200,syntenic,TRUE
TraesCS5A01G332800,TraesCS5B01G332800,TraesCS5D01G338500,syntenic,TRUE
TraesCS1A01G306000,TraesCS1B01G316700,TraesCS1D01G305700,syntenic,TRUE
TraesCS2A01G259800,TraesCS2B01G282100,TraesCS2D01G263700,syntenic,FALSE
TraesCS4A01G312200,TraesCS4B01G000900,TraesCS4D01G002000,syntenic,TRUE
TraesCS5A01G490000,TraesCS4B01G322000,TraesCS4D01G318500,syntenic,TRUE
TraesCS3A01G539400,TraesCS3B01G605200,TraesCS3D01G544900,syntenic,FALSE
TraesCS7A01G228000,TraesCS7B01G191600,TraesCS7D01G226500,syntenic,TRUE
TraesCS2A01G263800,TraesCS2B01G278400,TraesCS2D01G260200,syntenic,TRUE
TraesCS2A01G002600,TraesCS3B01G052900,TraesCS2D01G590400,non-syntenic,TRUE
TraesCS2A01G008400,TraesCS2B01G101400,TraesCS2D01G010000,syntenic,TRUE
TraesCS5A01G491300,TraesCS4B01G320700,TraesCS4D01G317200,syntenic,TRUE
TraesCS3A01G328400,TraesCS3B01G358400,TraesCS3D01G322000,syntenic,TRUE
TraesCS4A01G186800,TraesCS4B01G131900,TraesCS4D01G126700,syntenic,TRUE
TraesCS3A01G495000,TraesCS3B01G556700,TraesCS3D01G502100,syntenic,TRUE
TraesCS1A01G227500,TraesCS1B01G241600,TraesCS1D01G229200,syntenic,TRUE
TraesCS6A01G088500,TraesCS6B01G110900,TraesCS3D01G081200,non-syntenic,TRUE
TraesCS4A01G021100,TraesCS4B01G282500,TraesCS4D01G281500,syntenic,TRUE
TraesCS1A01G234300,TraesCS1B01G249200,TraesCS1D01G237700,syntenic,TRUE
TraesCS6A01G096100,TraesCS6B01G124500,TraesCS6D01G087200,syntenic,TRUE
TraesCS6A01G416500,TraesCS6B01G472900,TraesCS6D01G401700,syntenic,TRUE
TraesCS4A01G135000,TraesCS4B01G170100,TraesCS4D01G172200,syntenic,TRUE
TraesCS2A01G373900,TraesCS2B01G391100,TraesCS2D01G370200,syntenic,TRUE
TraesCS4A01G208200,TraesCS4B01G111900,TraesCS4D01G109400,syntenic,FALSE
TraesCS5A01G468800,TraesCS5B01G481300,TraesCS5D01G481700,syntenic,TRUE
TraesCS3A01G174400,TraesCS3B01G204600,TraesCS3D01G180300,syntenic,TRUE
TraesCS6A01G255000,TraesCS6B01G270500,TraesCS6D01G236300,syntenic,TRUE
TraesCS4A01G365400,TraesCS5B01G507800,TraesCS5D01G507900,syntenic,TRUE
TraesCS3A01G307900,TraesCS3B01G151000,TraesCS3D01G134700,non-syntenic,TRUE
TraesCS3A01G404600,TraesCS3B01G438300,TraesCS3D01G399900,syntenic,TRUE
TraesCS5A01G111600,TraesCS5B01G119600,TraesCS5D01G128500,syntenic,TRUE
TraesCS5A01G274500,TraesCS5B01G274200,TraesCS5D01G282100,syntenic,TRUE
TraesCS2A01G526500,TraesCS2B01G556800,TraesCS2D01G529200,syntenic,TRUE
TraesCS5A01G329100,TraesCS5B01G329200,TraesCS5D01G335000,syntenic,TRUE
TraesCS6A01G335200,TraesCS6B01G365900,TraesCS6D01G314800,syntenic,TRUE
TraesCS4A01G223400,TraesCS4B01G093200,TraesCS4D01G089900,syntenic,TRUE
TraesCS4A01G176000,TraesCS4B01G141700,TraesCS4D01G136700,syntenic,TRUE
TraesCS5A01G332400,TraesCS5B01G332600,TraesCS5D01G338300,syntenic,TRUE
TraesCS1A01G162700,TraesCS1B01G179600,TraesCS1D01G159700,syntenic,TRUE
TraesCS5A01G023400,TraesCS5B01G020200,TraesCS5D01G029300,syntenic,TRUE
TraesCS1A01G313600,TraesCS1B01G325400,TraesCS1D01G314100,syntenic,TRUE
TraesCS5A01G057900,TraesCS5B01G065800,TraesCS5D01G070000,syntenic,TRUE
TraesCS1A01G171800,TraesCS1B01G184900,TraesCS1D01G172300,syntenic,TRUE
TraesCS1A01G065400,TraesCS1B01G083500,TraesCS1D01G066100,syntenic,TRUE
TraesCS7A01G547400,TraesCS7B01G471700,TraesCS7D01G534400,syntenic,TRUE
TraesCS5A01G233100,TraesCS5B01G231600,TraesCS5D01G240000,syntenic,TRUE
TraesCS2A01G132400,TraesCS2B01G155000,TraesCS2D01G134400,syntenic,TRUE
TraesCS5A01G166100,TraesCS5B01G163500,TraesCS5D01G170700,syntenic,TRUE
TraesCS2A01G362400,TraesCS2B01G380300,TraesCS2D01G359900,syntenic,TRUE
TraesCS7A01G255000,TraesCS7B01G151300,TraesCS7D01G253600,syntenic,TRUE
TraesCS4A01G077900,TraesCS4B01G234000,TraesCS4D01G235100,syntenic,TRUE
TraesCS1A01G311300,TraesCS1B01G322800,TraesCS1D01G311300,syntenic,TRUE
TraesCS7A01G325600,TraesCS7B01G226300,TraesCS7D01G322300,syntenic,TRUE
TraesCS3A01G293600,TraesCS3B01G328300,TraesCS3D01G293400,syntenic,TRUE
TraesCS3A01G365500,TraesCS3B01G397300,TraesCS3D01G358600,syntenic,TRUE
TraesCS5A01G464100,TraesCS5B01G475800,TraesCS5D01G476800,syntenic,TRUE
TraesCS2A01G136600,TraesCS2B01G160500,TraesCS2D01G139300,syntenic,TRUE
TraesCS2A01G262300,TraesCS2B01G279800,TraesCS2D01G261700,syntenic,TRUE
TraesCS7A01G182300,TraesCS7B01G087100,TraesCS7D01G183700,syntenic,TRUE
TraesCS2A01G490500,TraesCS2B01G519000,TraesCS2D01G491000,syntenic,TRUE
TraesCS2A01G271800,TraesCS2B01G290000,TraesCS2D01G270400,syntenic,TRUE
TraesCS5A01G168800,TraesCS5B01G165600,TraesCS5D01G173100,syntenic,TRUE
TraesCS5A01G395600,TraesCS5B01G400400,TraesCS5D01G404900,syntenic,TRUE
TraesCS4A01G122300,TraesCS4B01G182200,TraesCS4D01G183600,syntenic,TRUE
TraesCS3A01G234700,TraesCS3B01G265100,TraesCS3D01G235100,syntenic,TRUE
TraesCS3A01G156400,TraesCS3B01G183100,TraesCS3D01G164300,syntenic,TRUE
TraesCS4A01G039400,TraesCS4B01G266100,TraesCS4D01G266000,syntenic,TRUE
TraesCS3A01G291000,TraesCS3B01G325700,TraesCS3D01G290800,syntenic,TRUE
TraesCS2A01G124000,TraesCS2B01G145900,TraesCS2D01G126800,syntenic,TRUE
TraesCS3A01G282200,TraesCS3B01G315900,TraesCS3D01G282200,syntenic,TRUE
TraesCS3A01G321200,TraesCS3B01G344500,TraesCS3D01G310100,syntenic,TRUE
TraesCS1A01G248000,TraesCS1B01G258400,TraesCS1D01G247400,syntenic,TRUE
TraesCS5A01G232200,TraesCS5B01G230500,TraesCS5D01G235800,syntenic,TRUE
TraesCS4A01G361200,TraesCS5B01G511700,TraesCS5D01G512200,syntenic,TRUE
TraesCS1A01G362100,TraesCS1B01G379300,TraesCS1D01G367000,syntenic,TRUE
TraesCS7A01G460000,TraesCS7B01G360800,TraesCS7D01G448000,syntenic,TRUE
TraesCS3A01G379100,TraesCS3B01G412000,TraesCS3D01G372600,syntenic,TRUE
TraesCS2A01G327500,TraesCS2B01G354500,TraesCS2D01G335400,syntenic,TRUE
TraesCS1A01G153800,TraesCS1B01G171300,TraesCS1D01G152200,syntenic,TRUE
TraesCS3A01G135600,TraesCS3B01G169400,TraesCS3D01G151600,syntenic,TRUE
TraesCS5A01G137500,TraesCS5B01G136200,TraesCS5D01G154500,syntenic,FALSE
TraesCS6A01G255600,TraesCS6B01G270000,TraesCS6D01G236800,syntenic,TRUE
TraesCS5A01G008700,TraesCS5B01G029900,TraesCS5D01G014100,non-syntenic,TRUE
TraesCS7A01G266700,TraesCS7B01G165700,TraesCS7D01G268100,syntenic,TRUE
TraesCS6A01G284500,TraesCS6B01G313200,TraesCS6D01G264900,syntenic,TRUE
TraesCS6A01G246700,TraesCS6B01G277900,TraesCS6D01G228900,syntenic,TRUE
TraesCS7A01G306300,TraesCS7B01G206500,TraesCS7D01G303000,syntenic,TRUE
TraesCS1A01G279400,TraesCS1B01G288500,TraesCS1D01G278700,syntenic,TRUE
TraesCS1A01G215300,TraesCS1B01G228800,TraesCS1D01G217800,syntenic,TRUE
TraesCS3A01G232400,TraesCS3B01G261700,TraesCS3D01G220800,syntenic,TRUE
TraesCS3A01G282700,TraesCS3B01G316400,TraesCS3D01G282700,syntenic,TRUE
TraesCS2A01G127700,TraesCS2B01G149700,TraesCS2D01G130100,syntenic,FALSE
TraesCS5A01G073200,TraesCS5B01G079500,TraesCS5D01G086100,syntenic,TRUE
TraesCS5A01G466900,TraesCS5B01G478700,TraesCS5D01G479800,syntenic,TRUE
TraesCS3A01G338000,TraesCS3B01G369600,TraesCS3D01G331400,syntenic,TRUE
TraesCS7A01G341500,TraesCS7B01G241400,TraesCS7D01G338100,syntenic,TRUE
TraesCS2A01G287800,TraesCS2B01G304500,TraesCS2D01G286100,syntenic,TRUE
TraesCS4A01G202000,TraesCS4B01G106200,TraesCS4D01G102900,syntenic,TRUE
TraesCS3A01G188900,TraesCS3B01G218300,TraesCS3D01G192600,syntenic,TRUE
TraesCS5A01G376300,TraesCS5B01G379900,TraesCS5D01G386300,syntenic,TRUE
TraesCS3A01G414300,TraesCS3B01G449100,TraesCS3D01G408800,syntenic,TRUE
TraesCS3A01G405400,TraesCS3B01G439100,TraesCS3D01G400600,syntenic,TRUE
TraesCS3A01G350600,TraesCS3B01G383000,TraesCS3D01G344600,syntenic,FALSE
TraesCS7A01G189800,TraesCS7B01G094700,TraesCS7D01G190900,syntenic,TRUE
TraesCS4A01G086900,TraesCS4B01G217500,TraesCS4D01G217800,syntenic,TRUE
TraesCS7A01G326900,TraesCS7B01G227600,TraesCS7D01G323700,syntenic,FALSE
TraesCS1A01G406400,TraesCS1B01G436600,TraesCS1D01G414800,syntenic,TRUE
TraesCS4A01G082200,TraesCS4B01G221800,TraesCS4D01G222200,syntenic,TRUE
TraesCS5A01G488000,TraesCS5B01G501800,TraesCS5D01G502900,syntenic,TRUE
TraesCS2A01G255500,TraesCS2B01G287000,TraesCS2D01G267200,syntenic,TRUE
TraesCS1A01G201700,TraesCS1B01G216000,TraesCS1D01G205300,syntenic,TRUE
TraesCS7A01G495900,TraesCS7B01G401300,TraesCS7D01G483300,syntenic,TRUE
TraesCS3A01G266400,TraesCS3B01G299900,TraesCS3D01G266600,syntenic,TRUE
